EventID,"actor_name","attack_enterprise_technique","attack_ics_technique",count,"enterprise_ttp"
"5155|The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.|Microsoft-Windows-Security-Auditing",ELECTRUM,"T1018 Remote System Discovery","T0846 Remote System Discovery",1,T1018
"5156|The Windows Filtering Platform has permitted a connection.|Microsoft-Windows-Security-Auditing",ELECTRUM,"T1018 Remote System Discovery","T0846 Remote System Discovery",1,T1018
"5157|The Windows Filtering Platform has blocked a connection.|Microsoft-Windows-Security-Auditing",ELECTRUM,"T1018 Remote System Discovery","T0846 Remote System Discovery",1,T1018
"5158|The Windows Filtering Platform has permitted a bind to a local port.|Microsoft-Windows-Security-Auditing",ELECTRUM,"T1018 Remote System Discovery","T0846 Remote System Discovery",1,T1018
"5159|The Windows Filtering Platform has blocked a bind to a local port.|Microsoft-Windows-Security-Auditing",ELECTRUM,"T1018 Remote System Discovery","T0846 Remote System Discovery",1,T1018
"8|CreateRemoteThread.|sysmon",ELECTRUM,"T1018 Remote System Discovery","T0846 Remote System Discovery",1,T1018
"1|Process Creation.|sysmon",KAMACITE,"T1018 Remote System Discovery","T0846 Remote System Discovery",1,T1018
"3|Network connection.|sysmon",KAMACITE,"T1018 Remote System Discovery","T0846 Remote System Discovery",1,T1018
"4103|Module logging.|powershell",KAMACITE,"T1018 Remote System Discovery","T0846 Remote System Discovery",1,T1018
"4656|A handle to an object was requested.|Microsoft-Windows-Security-Auditing",KAMACITE,"T1018 Remote System Discovery","T0846 Remote System Discovery",1,T1018
"4661|A handle to an object was requested.|Microsoft-Windows-Security-Auditing",KAMACITE,"T1018 Remote System Discovery","T0846 Remote System Discovery",1,T1018
"4663|An attempt was made to access an object.|Microsoft-Windows-Security-Auditing",KAMACITE,"T1018 Remote System Discovery","T0846 Remote System Discovery",1,T1018
"4688|A new process has been created.|Microsoft-Windows-Security-Auditing",KAMACITE,"T1018 Remote System Discovery","T0846 Remote System Discovery",1,T1018
"5031|The Windows Firewall Service blocked an application from accepting incoming connections on the network.|Microsoft-Windows-Security-Auditing",KAMACITE,"T1018 Remote System Discovery","T0846 Remote System Discovery",1,T1018
"5154|The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.|Microsoft-Windows-Security-Auditing",KAMACITE,"T1018 Remote System Discovery","T0846 Remote System Discovery",1,T1018
"5155|The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.|Microsoft-Windows-Security-Auditing",KAMACITE,"T1018 Remote System Discovery","T0846 Remote System Discovery",1,T1018
"5156|The Windows Filtering Platform has permitted a connection.|Microsoft-Windows-Security-Auditing",KAMACITE,"T1018 Remote System Discovery","T0846 Remote System Discovery",1,T1018
"5157|The Windows Filtering Platform has blocked a connection.|Microsoft-Windows-Security-Auditing",KAMACITE,"T1018 Remote System Discovery","T0846 Remote System Discovery",1,T1018
"5158|The Windows Filtering Platform has permitted a bind to a local port.|Microsoft-Windows-Security-Auditing",KAMACITE,"T1018 Remote System Discovery","T0846 Remote System Discovery",1,T1018
"5159|The Windows Filtering Platform has blocked a bind to a local port.|Microsoft-Windows-Security-Auditing",KAMACITE,"T1018 Remote System Discovery","T0846 Remote System Discovery",1,T1018
"8|CreateRemoteThread.|sysmon",KAMACITE,"T1018 Remote System Discovery","T0846 Remote System Discovery",1,T1018
"1|Process Creation.|sysmon",PETROVITE,"T1018 Remote System Discovery","T0846 Remote System Discovery",1,T1018
"3|Network connection.|sysmon",PETROVITE,"T1018 Remote System Discovery","T0846 Remote System Discovery",1,T1018
"4103|Module logging.|powershell",PETROVITE,"T1018 Remote System Discovery","T0846 Remote System Discovery",1,T1018
"4656|A handle to an object was requested.|Microsoft-Windows-Security-Auditing",PETROVITE,"T1018 Remote System Discovery","T0846 Remote System Discovery",1,T1018
"4661|A handle to an object was requested.|Microsoft-Windows-Security-Auditing",PETROVITE,"T1018 Remote System Discovery","T0846 Remote System Discovery",1,T1018
"4663|An attempt was made to access an object.|Microsoft-Windows-Security-Auditing",PETROVITE,"T1018 Remote System Discovery","T0846 Remote System Discovery",1,T1018
"4688|A new process has been created.|Microsoft-Windows-Security-Auditing",PETROVITE,"T1018 Remote System Discovery","T0846 Remote System Discovery",1,T1018
"5031|The Windows Firewall Service blocked an application from accepting incoming connections on the network.|Microsoft-Windows-Security-Auditing",PETROVITE,"T1018 Remote System Discovery","T0846 Remote System Discovery",1,T1018
"5154|The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.|Microsoft-Windows-Security-Auditing",PETROVITE,"T1018 Remote System Discovery","T0846 Remote System Discovery",1,T1018
"5155|The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.|Microsoft-Windows-Security-Auditing",PETROVITE,"T1018 Remote System Discovery","T0846 Remote System Discovery",1,T1018
"5156|The Windows Filtering Platform has permitted a connection.|Microsoft-Windows-Security-Auditing",PETROVITE,"T1018 Remote System Discovery","T0846 Remote System Discovery",1,T1018
"5157|The Windows Filtering Platform has blocked a connection.|Microsoft-Windows-Security-Auditing",PETROVITE,"T1018 Remote System Discovery","T0846 Remote System Discovery",1,T1018
"5158|The Windows Filtering Platform has permitted a bind to a local port.|Microsoft-Windows-Security-Auditing",PETROVITE,"T1018 Remote System Discovery","T0846 Remote System Discovery",1,T1018
"5159|The Windows Filtering Platform has blocked a bind to a local port.|Microsoft-Windows-Security-Auditing",PETROVITE,"T1018 Remote System Discovery","T0846 Remote System Discovery",1,T1018
"8|CreateRemoteThread.|sysmon",PETROVITE,"T1018 Remote System Discovery","T0846 Remote System Discovery",1,T1018
"1|Process Creation.|sysmon",ALLANITE,"T1113 Screen Capture","T0852 Screen Capture",1,T1113
"4103|Module logging.|powershell",ALLANITE,"T1113 Screen Capture","T0852 Screen Capture",1,T1113
"4688|A new process has been created.|Microsoft-Windows-Security-Auditing",ALLANITE,"T1113 Screen Capture","T0852 Screen Capture",1,T1113
"8|CreateRemoteThread.|sysmon",ALLANITE,"T1113 Screen Capture","T0852 Screen Capture",1,T1113
"1|Process Creation.|sysmon",DYMALLOY,"T1113 Screen Capture","T0852 Screen Capture",1,T1113
"4103|Module logging.|powershell",DYMALLOY,"T1113 Screen Capture","T0852 Screen Capture",1,T1113
"4688|A new process has been created.|Microsoft-Windows-Security-Auditing",DYMALLOY,"T1113 Screen Capture","T0852 Screen Capture",1,T1113
"8|CreateRemoteThread.|sysmon",DYMALLOY,"T1113 Screen Capture","T0852 Screen Capture",1,T1113
"1|Process Creation.|sysmon",ELECTRUM,"T1113 Screen Capture","T0852 Screen Capture",1,T1113
"4103|Module logging.|powershell",ELECTRUM,"T1113 Screen Capture","T0852 Screen Capture",1,T1113
"4688|A new process has been created.|Microsoft-Windows-Security-Auditing",ELECTRUM,"T1113 Screen Capture","T0852 Screen Capture",1,T1113
"8|CreateRemoteThread.|sysmon",ELECTRUM,"T1113 Screen Capture","T0852 Screen Capture",1,T1113
"1|Process Creation.|sysmon",PETROVITE,"T1113 Screen Capture","T0852 Screen Capture",1,T1113
"4103|Module logging.|powershell",PETROVITE,"T1113 Screen Capture","T0852 Screen Capture",1,T1113
"4688|A new process has been created.|Microsoft-Windows-Security-Auditing",PETROVITE,"T1113 Screen Capture","T0852 Screen Capture",1,T1113
"8|CreateRemoteThread.|sysmon",PETROVITE,"T1113 Screen Capture","T0852 Screen Capture",1,T1113
"1|Process Creation.|sysmon",TALONITE,"T1113 Screen Capture","T0852 Screen Capture",1,T1113
"4103|Module logging.|powershell",TALONITE,"T1113 Screen Capture","T0852 Screen Capture",1,T1113
"4688|A new process has been created.|Microsoft-Windows-Security-Auditing",TALONITE,"T1113 Screen Capture","T0852 Screen Capture",1,T1113
"8|CreateRemoteThread.|sysmon",TALONITE,"T1113 Screen Capture","T0852 Screen Capture",1,T1113
"11|FileCreate.|sysmon",DYMALLOY,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"11|FileCreate|sysmon",DYMALLOY,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"1|Process Creation.|sysmon",DYMALLOY,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"3|Network connection.|sysmon",DYMALLOY,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"4663|An attempt was made to access an object.|Microsoft-Windows-Security-Auditing",DYMALLOY,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"4688|A new process has been created.|Microsoft-Windows-Security-Auditing",DYMALLOY,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"5031|The Windows Firewall Service blocked an application from accepting incoming connections on the network.|Microsoft-Windows-Security-Auditing",DYMALLOY,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"5154|The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.|Microsoft-Windows-Security-Auditing",DYMALLOY,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"5155|The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.|Microsoft-Windows-Security-Auditing",DYMALLOY,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"5156|The Windows Filtering Platform has permitted a connection.|Microsoft-Windows-Security-Auditing",DYMALLOY,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"5157|The Windows Filtering Platform has blocked a connection.|Microsoft-Windows-Security-Auditing",DYMALLOY,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"5158|The Windows Filtering Platform has permitted a bind to a local port.|Microsoft-Windows-Security-Auditing",DYMALLOY,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"5159|The Windows Filtering Platform has blocked a bind to a local port.|Microsoft-Windows-Security-Auditing",DYMALLOY,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"8|CreateRemoteThread.|sysmon",DYMALLOY,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"11|FileCreate.|sysmon",ERYTHRITE,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"11|FileCreate|sysmon",ERYTHRITE,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"1|Process Creation.|sysmon",ERYTHRITE,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"3|Network connection.|sysmon",ERYTHRITE,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"4663|An attempt was made to access an object.|Microsoft-Windows-Security-Auditing",ERYTHRITE,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"4688|A new process has been created.|Microsoft-Windows-Security-Auditing",ERYTHRITE,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"5031|The Windows Firewall Service blocked an application from accepting incoming connections on the network.|Microsoft-Windows-Security-Auditing",ERYTHRITE,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"5154|The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.|Microsoft-Windows-Security-Auditing",ERYTHRITE,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"5155|The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.|Microsoft-Windows-Security-Auditing",ERYTHRITE,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"5156|The Windows Filtering Platform has permitted a connection.|Microsoft-Windows-Security-Auditing",ERYTHRITE,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"5157|The Windows Filtering Platform has blocked a connection.|Microsoft-Windows-Security-Auditing",ERYTHRITE,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"5158|The Windows Filtering Platform has permitted a bind to a local port.|Microsoft-Windows-Security-Auditing",ERYTHRITE,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"5159|The Windows Filtering Platform has blocked a bind to a local port.|Microsoft-Windows-Security-Auditing",ERYTHRITE,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"8|CreateRemoteThread.|sysmon",ERYTHRITE,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"11|FileCreate.|sysmon",KOSTOVITE,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"11|FileCreate|sysmon",KOSTOVITE,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"1|Process Creation.|sysmon",KOSTOVITE,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"3|Network connection.|sysmon",KOSTOVITE,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"4663|An attempt was made to access an object.|Microsoft-Windows-Security-Auditing",KOSTOVITE,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"4688|A new process has been created.|Microsoft-Windows-Security-Auditing",KOSTOVITE,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"5031|The Windows Firewall Service blocked an application from accepting incoming connections on the network.|Microsoft-Windows-Security-Auditing",KOSTOVITE,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"5154|The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.|Microsoft-Windows-Security-Auditing",KOSTOVITE,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"5155|The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.|Microsoft-Windows-Security-Auditing",KOSTOVITE,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"5156|The Windows Filtering Platform has permitted a connection.|Microsoft-Windows-Security-Auditing",KOSTOVITE,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"5157|The Windows Filtering Platform has blocked a connection.|Microsoft-Windows-Security-Auditing",KOSTOVITE,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"5158|The Windows Filtering Platform has permitted a bind to a local port.|Microsoft-Windows-Security-Auditing",KOSTOVITE,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"5159|The Windows Filtering Platform has blocked a bind to a local port.|Microsoft-Windows-Security-Auditing",KOSTOVITE,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"8|CreateRemoteThread.|sysmon",KOSTOVITE,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"11|FileCreate.|sysmon",STIBNITE,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"11|FileCreate|sysmon",STIBNITE,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"1|Process Creation.|sysmon",STIBNITE,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"3|Network connection.|sysmon",STIBNITE,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"4663|An attempt was made to access an object.|Microsoft-Windows-Security-Auditing",STIBNITE,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"4688|A new process has been created.|Microsoft-Windows-Security-Auditing",STIBNITE,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"5031|The Windows Firewall Service blocked an application from accepting incoming connections on the network.|Microsoft-Windows-Security-Auditing",STIBNITE,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"5154|The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.|Microsoft-Windows-Security-Auditing",STIBNITE,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"5155|The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.|Microsoft-Windows-Security-Auditing",STIBNITE,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"5156|The Windows Filtering Platform has permitted a connection.|Microsoft-Windows-Security-Auditing",STIBNITE,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"5157|The Windows Filtering Platform has blocked a connection.|Microsoft-Windows-Security-Auditing",STIBNITE,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"5158|The Windows Filtering Platform has permitted a bind to a local port.|Microsoft-Windows-Security-Auditing",STIBNITE,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"5159|The Windows Filtering Platform has blocked a bind to a local port.|Microsoft-Windows-Security-Auditing",STIBNITE,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"8|CreateRemoteThread.|sysmon",STIBNITE,"T1189 Drive-by Compromise","T0817 Drive-by Compromise",1,T1189
"1100|The event logging service has shut down.|Microsoft-Windows-Eventlog",ALLANITE,"T1195 Supply Chain Compromise","T0862 Supply Chain Compromise",1,T1195
"1101|Audit events have been dropped by the transport.|Microsoft-Windows-Eventlog",ALLANITE,"T1195 Supply Chain Compromise","T0862 Supply Chain Compromise",1,T1195
"1102|The audit log was cleared.|Microsoft-Windows-Eventlog",ALLANITE,"T1195 Supply Chain Compromise","T0862 Supply Chain Compromise",1,T1195
"1104|The security Log is now full.|Microsoft-Windows-Eventlog",ALLANITE,"T1195 Supply Chain Compromise","T0862 Supply Chain Compromise",1,T1195
"4616|The system time was changed.|Microsoft-Windows-Security-Auditing",ALLANITE,"T1195 Supply Chain Compromise","T0862 Supply Chain Compromise",1,T1195
"4|Sysmon service state changed.|sysmon",ALLANITE,"T1195 Supply Chain Compromise","T0862 Supply Chain Compromise",1,T1195
"6005|The Event log service was started.|Eventlog / System",ALLANITE,"T1195 Supply Chain Compromise","T0862 Supply Chain Compromise",1,T1195
"6006|The Event log service was stopped.|Eventlog / System",ALLANITE,"T1195 Supply Chain Compromise","T0862 Supply Chain Compromise",1,T1195
"1100|The event logging service has shut down.|Microsoft-Windows-Eventlog",DYMALLOY,"T1195 Supply Chain Compromise","T0862 Supply Chain Compromise",1,T1195
"1101|Audit events have been dropped by the transport.|Microsoft-Windows-Eventlog",DYMALLOY,"T1195 Supply Chain Compromise","T0862 Supply Chain Compromise",1,T1195
"1102|The audit log was cleared.|Microsoft-Windows-Eventlog",DYMALLOY,"T1195 Supply Chain Compromise","T0862 Supply Chain Compromise",1,T1195
"1104|The security Log is now full.|Microsoft-Windows-Eventlog",DYMALLOY,"T1195 Supply Chain Compromise","T0862 Supply Chain Compromise",1,T1195
"4616|The system time was changed.|Microsoft-Windows-Security-Auditing",DYMALLOY,"T1195 Supply Chain Compromise","T0862 Supply Chain Compromise",1,T1195
"4|Sysmon service state changed.|sysmon",DYMALLOY,"T1195 Supply Chain Compromise","T0862 Supply Chain Compromise",1,T1195
"6005|The Event log service was started.|Eventlog / System",DYMALLOY,"T1195 Supply Chain Compromise","T0862 Supply Chain Compromise",1,T1195
"6006|The Event log service was stopped.|Eventlog / System",DYMALLOY,"T1195 Supply Chain Compromise","T0862 Supply Chain Compromise",1,T1195
"1100|The event logging service has shut down.|Microsoft-Windows-Eventlog",HEXANE,"T1195 Supply Chain Compromise","T0862 Supply Chain Compromise",1,T1195
"1101|Audit events have been dropped by the transport.|Microsoft-Windows-Eventlog",HEXANE,"T1195 Supply Chain Compromise","T0862 Supply Chain Compromise",1,T1195
"1102|The audit log was cleared.|Microsoft-Windows-Eventlog",HEXANE,"T1195 Supply Chain Compromise","T0862 Supply Chain Compromise",1,T1195
"1104|The security Log is now full.|Microsoft-Windows-Eventlog",HEXANE,"T1195 Supply Chain Compromise","T0862 Supply Chain Compromise",1,T1195
"4616|The system time was changed.|Microsoft-Windows-Security-Auditing",HEXANE,"T1195 Supply Chain Compromise","T0862 Supply Chain Compromise",1,T1195
"4|Sysmon service state changed.|sysmon",HEXANE,"T1195 Supply Chain Compromise","T0862 Supply Chain Compromise",1,T1195
"6005|The Event log service was started.|Eventlog / System",HEXANE,"T1195 Supply Chain Compromise","T0862 Supply Chain Compromise",1,T1195
"6006|The Event log service was stopped.|Eventlog / System",HEXANE,"T1195 Supply Chain Compromise","T0862 Supply Chain Compromise",1,T1195
"1100|The event logging service has shut down.|Microsoft-Windows-Eventlog",RASPITE,"T1195 Supply Chain Compromise","T0862 Supply Chain Compromise",1,T1195
"1101|Audit events have been dropped by the transport.|Microsoft-Windows-Eventlog",RASPITE,"T1195 Supply Chain Compromise","T0862 Supply Chain Compromise",1,T1195
"1102|The audit log was cleared.|Microsoft-Windows-Eventlog",RASPITE,"T1195 Supply Chain Compromise","T0862 Supply Chain Compromise",1,T1195
"1104|The security Log is now full.|Microsoft-Windows-Eventlog",RASPITE,"T1195 Supply Chain Compromise","T0862 Supply Chain Compromise",1,T1195
"4616|The system time was changed.|Microsoft-Windows-Security-Auditing",RASPITE,"T1195 Supply Chain Compromise","T0862 Supply Chain Compromise",1,T1195
"4|Sysmon service state changed.|sysmon",RASPITE,"T1195 Supply Chain Compromise","T0862 Supply Chain Compromise",1,T1195
"6005|The Event log service was started.|Eventlog / System",RASPITE,"T1195 Supply Chain Compromise","T0862 Supply Chain Compromise",1,T1195
"6006|The Event log service was stopped.|Eventlog / System",RASPITE,"T1195 Supply Chain Compromise","T0862 Supply Chain Compromise",1,T1195
"11|FileCreate.|sysmon",ALLANITE,"T1204 User Execution","T0863 User Execution",1,T1204
"11|FileCreate|sysmon",ALLANITE,"T1204 User Execution","T0863 User Execution",1,T1204
"1|Process Creation.|sysmon",ALLANITE,"T1204 User Execution","T0863 User Execution",1,T1204
"3|Network connection.|sysmon",ALLANITE,"T1204 User Execution","T0863 User Execution",1,T1204
"4103|Module logging.|powershell",ALLANITE,"T1204 User Execution","T0863 User Execution",1,T1204
"4663|An attempt was made to access an object.|Microsoft-Windows-Security-Auditing",ALLANITE,"T1204 User Execution","T0863 User Execution",1,T1204
"4688|A new process has been created.|Microsoft-Windows-Security-Auditing",ALLANITE,"T1204 User Execution","T0863 User Execution",1,T1204
"5031|The Windows Firewall Service blocked an application from accepting incoming connections on the network.|Microsoft-Windows-Security-Auditing",ALLANITE,"T1204 User Execution","T0863 User Execution",1,T1204
"5154|The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.|Microsoft-Windows-Security-Auditing",ALLANITE,"T1204 User Execution","T0863 User Execution",1,T1204
"5155|The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.|Microsoft-Windows-Security-Auditing",ALLANITE,"T1204 User Execution","T0863 User Execution",1,T1204
"5156|The Windows Filtering Platform has permitted a connection.|Microsoft-Windows-Security-Auditing",ALLANITE,"T1204 User Execution","T0863 User Execution",1,T1204
"5157|The Windows Filtering Platform has blocked a connection.|Microsoft-Windows-Security-Auditing",ALLANITE,"T1204 User Execution","T0863 User Execution",1,T1204
"5158|The Windows Filtering Platform has permitted a bind to a local port.|Microsoft-Windows-Security-Auditing",ALLANITE,"T1204 User Execution","T0863 User Execution",1,T1204
"5159|The Windows Filtering Platform has blocked a bind to a local port.|Microsoft-Windows-Security-Auditing",ALLANITE,"T1204 User Execution","T0863 User Execution",1,T1204
"8|CreateRemoteThread.|sysmon",ALLANITE,"T1204 User Execution","T0863 User Execution",1,T1204
"11|FileCreate.|sysmon",CHERNOVITE,"T1204 User Execution","T0863 User Execution",1,T1204
"11|FileCreate|sysmon",CHERNOVITE,"T1204 User Execution","T0863 User Execution",1,T1204
"1|Process Creation.|sysmon",CHERNOVITE,"T1204 User Execution","T0863 User Execution",1,T1204
"3|Network connection.|sysmon",CHERNOVITE,"T1204 User Execution","T0863 User Execution",1,T1204
"4103|Module logging.|powershell",CHERNOVITE,"T1204 User Execution","T0863 User Execution",1,T1204
"4663|An attempt was made to access an object.|Microsoft-Windows-Security-Auditing",CHERNOVITE,"T1204 User Execution","T0863 User Execution",1,T1204
"4688|A new process has been created.|Microsoft-Windows-Security-Auditing",CHERNOVITE,"T1204 User Execution","T0863 User Execution",1,T1204
"5031|The Windows Firewall Service blocked an application from accepting incoming connections on the network.|Microsoft-Windows-Security-Auditing",CHERNOVITE,"T1204 User Execution","T0863 User Execution",1,T1204
"5154|The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.|Microsoft-Windows-Security-Auditing",CHERNOVITE,"T1204 User Execution","T0863 User Execution",1,T1204
"5155|The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.|Microsoft-Windows-Security-Auditing",CHERNOVITE,"T1204 User Execution","T0863 User Execution",1,T1204
"5156|The Windows Filtering Platform has permitted a connection.|Microsoft-Windows-Security-Auditing",CHERNOVITE,"T1204 User Execution","T0863 User Execution",1,T1204
"5157|The Windows Filtering Platform has blocked a connection.|Microsoft-Windows-Security-Auditing",CHERNOVITE,"T1204 User Execution","T0863 User Execution",1,T1204
"5158|The Windows Filtering Platform has permitted a bind to a local port.|Microsoft-Windows-Security-Auditing",CHERNOVITE,"T1204 User Execution","T0863 User Execution",1,T1204
"5159|The Windows Filtering Platform has blocked a bind to a local port.|Microsoft-Windows-Security-Auditing",CHERNOVITE,"T1204 User Execution","T0863 User Execution",1,T1204
"8|CreateRemoteThread.|sysmon",CHERNOVITE,"T1204 User Execution","T0863 User Execution",1,T1204
"11|FileCreate.|sysmon",ELECTRUM,"T1204 User Execution","T0863 User Execution",1,T1204
"11|FileCreate|sysmon",ELECTRUM,"T1204 User Execution","T0863 User Execution",1,T1204
"1|Process Creation.|sysmon",ELECTRUM,"T1204 User Execution","T0863 User Execution",1,T1204
"3|Network connection.|sysmon",ELECTRUM,"T1204 User Execution","T0863 User Execution",1,T1204
"4103|Module logging.|powershell",ELECTRUM,"T1204 User Execution","T0863 User Execution",1,T1204
"4663|An attempt was made to access an object.|Microsoft-Windows-Security-Auditing",ELECTRUM,"T1204 User Execution","T0863 User Execution",1,T1204
"4688|A new process has been created.|Microsoft-Windows-Security-Auditing",ELECTRUM,"T1204 User Execution","T0863 User Execution",1,T1204
"5031|The Windows Firewall Service blocked an application from accepting incoming connections on the network.|Microsoft-Windows-Security-Auditing",ELECTRUM,"T1204 User Execution","T0863 User Execution",1,T1204
"5154|The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.|Microsoft-Windows-Security-Auditing",ELECTRUM,"T1204 User Execution","T0863 User Execution",1,T1204
"5155|The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.|Microsoft-Windows-Security-Auditing",ELECTRUM,"T1204 User Execution","T0863 User Execution",1,T1204
"5156|The Windows Filtering Platform has permitted a connection.|Microsoft-Windows-Security-Auditing",ELECTRUM,"T1204 User Execution","T0863 User Execution",1,T1204
"5157|The Windows Filtering Platform has blocked a connection.|Microsoft-Windows-Security-Auditing",ELECTRUM,"T1204 User Execution","T0863 User Execution",1,T1204
"5158|The Windows Filtering Platform has permitted a bind to a local port.|Microsoft-Windows-Security-Auditing",ELECTRUM,"T1204 User Execution","T0863 User Execution",1,T1204
"5159|The Windows Filtering Platform has blocked a bind to a local port.|Microsoft-Windows-Security-Auditing",ELECTRUM,"T1204 User Execution","T0863 User Execution",1,T1204
"8|CreateRemoteThread.|sysmon",ELECTRUM,"T1204 User Execution","T0863 User Execution",1,T1204
"11|FileCreate.|sysmon",HEXANE,"T1204 User Execution","T0863 User Execution",1,T1204
"11|FileCreate|sysmon",HEXANE,"T1204 User Execution","T0863 User Execution",1,T1204
"1|Process Creation.|sysmon",HEXANE,"T1204 User Execution","T0863 User Execution",1,T1204
"3|Network connection.|sysmon",HEXANE,"T1204 User Execution","T0863 User Execution",1,T1204
"4103|Module logging.|powershell",HEXANE,"T1204 User Execution","T0863 User Execution",1,T1204
"4663|An attempt was made to access an object.|Microsoft-Windows-Security-Auditing",HEXANE,"T1204 User Execution","T0863 User Execution",1,T1204
"4688|A new process has been created.|Microsoft-Windows-Security-Auditing",HEXANE,"T1204 User Execution","T0863 User Execution",1,T1204
"5031|The Windows Firewall Service blocked an application from accepting incoming connections on the network.|Microsoft-Windows-Security-Auditing",HEXANE,"T1204 User Execution","T0863 User Execution",1,T1204
"5154|The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.|Microsoft-Windows-Security-Auditing",HEXANE,"T1204 User Execution","T0863 User Execution",1,T1204
