title,"mitre_string",id,description,source
"Unloading AMSI via Reflection","T1562|T1059.001|T1059","a21e3484-c94d-11eb-b55b-acde48001122","'The following analytic utilizes PowerShell Script Block Logging (EventCode=4104)
  to identify suspicious PowerShell execution. Script Block Logging captures the command
  sent to PowerShell, the full command to be executed. Upon enabling, logs will output
  to Windows event logs. Dependent upon volume, enable on critical endpoints or all.
  \
  This analytic identifies the behavior of AMSI being tampered with. Implemented natively
  in many frameworks, the command will look similar to `SEtValuE($Null,(New-OBJEct
  COLlECtionS.GenerIC.HAshSEt{[StrINg]))}$ReF=[ReF].AsSeMbLY.GeTTyPe(""System.Management.Automation.Amsi""+""Utils"")`
  taken from Powershell-Empire. \
  During triage, review parallel processes using an EDR product or 4688 events. It
  will be important to understand the timeline of events around this activity. Review
  the entire logged PowerShell script block.'
","detections\endpoint\unloading_amsi_via_reflection.yml"
"USN Journal Deletion",T1070,"b6e0ff70-b122-4227-9368-4cf322ab43c3","The fsutil.exe application is a legitimate Windows utility used to perform
  tasks related to the file allocation table (FAT) and NTFS file systems. The update
  sequence number (USN) change journal provides a log of all changes made to the files
  on the disk. This search looks for fsutil.exe deleting the USN journal.
","detections\endpoint\usn_journal_deletion.yml"
"Vbscript Execution Using Wscript App","T1059.005|T1059","35159940-228f-11ec-8a49-acde48001122","This analytic is to detect a suspicious wscript commandline to execute
  vbscript. This technique was seen in several malware to execute malicious vbs file
  using wscript application. commonly vbs script is associated to cscript process
  and this can be a technique to evade process parent child detections or even some
  av script emulation system.
","detections\endpoint\vbscript_execution_using_wscript_app.yml"
"Wermgr Process Connecting To IP Check Web Services","T1590|T1590.005","ed313326-a0f9-11eb-a89c-acde48001122","this search is designed to detect suspicious wermgr.exe process that
  tries to connect to known IP web services. This technique is know for trickbot and
  other trojan spy malware to recon the infected machine and look for its ip address
  without so much finger print on the commandline process. Since wermgr.exe is designed
  for error handling process of windows it is really suspicious that this process
  is trying to connect to this IP web services cause that maybe cause of some malicious
  code injection.
","detections\endpoint\wermgr_process_connecting_to_ip_check_web_services.yml"
"Windows AdFind Exe",T1018,"bd3b0187-189b-46c0-be45-f52da2bae67f","'This search looks for the execution of `adfind.exe` with command-line
  arguments that it uses by default. Specifically the filter or search functions.
  It also considers the arguments necessary like objectcategory, see readme for more
  details: https://www.joeware.net/freetools/tools/adfind/usage.htm. This has been
  seen used before by Wizard Spider, FIN6 and actors whom also launched SUNBURST.
  AdFind.exe is usually used a recon tool to enumare a domain controller.'
","detections\endpoint\windows_adfind_exe.yml"
"Office Product Spawning Wmic","T1566|T1566.001","ffc236d6-a6c9-11eb-95f1-acde48001122","The following detection identifies the latest behavior utilized by Ursnif
  malware family. This detection identifies any Windows Office Product spawning `wmic.exe`.
  In malicious instances, the command-line of `wmic.exe` will contain `wmic process
  call create`. In addition, Threat Research has released a detection identifying
  the use of `wmic process call create` on the command-line of `wmic.exe`. In this
  instance, we narrow our detection down to the Office suite as a parent process.
  During triage, review all file modifications. Capture and analyze any artifacts
  on disk. The Office Product, or `wmic.exe` will have reached out to a remote destination,
  capture and block the IPs or domain. Review additional parallel processes for further
  activity.
","detections\endpoint\office_product_spawning_wmic.yml"
"Windows DiskCryptor Usage",T1486,"d56fe0c8-4650-11ec-a8fa-acde48001122","The following analytic identifies DiskCryptor  process name of dcrypt.exe
  or internal name dcinst.exe. This utility has been utilized by adversaries to encrypt
  disks manually during an operation. In addition, during install, a dcrypt.sys driver
  is installed and requires a reboot in order to take effect. There are no command-line
  arguments used.
","detections\endpoint\windows_diskcryptor_usage.yml"
"Windows DotNet Binary in Non Standard Path","T1036|T1036.003|T1218|T1218.004","fddf3b56-7933-11ec-98a6-acde48001122","The following analytic identifies native .net binaries within the Windows
  operating system that may be abused by adversaries by moving it to a new directory.
  The analytic identifies the .net binary by using a lookup and compares the process
  name and original file name (internal name). The analytic utilizes a lookup with
  the is_net_windows_file macro to identify the binary process name and original file
  name. if one or the other matches an alert will be generated. Adversaries abuse
  these binaries as they are native to windows and native DotNet. Note that not all
  SDK (post install of Windows) are captured in the lookup.
","detections\endpoint\windows_dotnet_binary_in_non_standard_path.yml"
"Windows Drivers Loaded by Signature","T1014|T1068","d2d4af6a-6c2b-4d79-80c5-fc2cf12a2f68","The following analytic assists with viewing all drivers being loaded by using Sysmon EventCode 6 (Driver Load). Sysmon provides some simple fields to assist with identifying suspicious drivers.
  Use this analytic to look at prevalence of driver (count), path of driver, signature status and hash. Review these fields with scrutiny until the ability to prove the driver is legitimate and has a purpose in the environment.
","detections\endpoint\windows_drivers_loaded_by_signature.yml"
"Windows Driver Load Non-Standard Path",T1014,"9216ef3d-066a-4958-8f27-c84589465e62","The following analytic uses Windows EventCode 7045 to identify new Kernel Mode Drivers being loaded in Windows from a non-standard path.
  Note that, adversaries may move malicious or vulnerable drivers into these paths and load up. The idea is that this analytic provides visibility into drivers loading in non-standard file paths.
","detections\endpoint\windows_driver_load_non_standard_path.yml"
"Windows Event Log Cleared","T1070|T1070.001","ad517544-aff9-4c96-bd99-d6eb43bfbb6a","The following analytic utilizes Windows Security Event ID 1102 or System
  log event 104 to identify when a Windows event log is cleared. Note that this analytic
  will require tuning or restricted to specific endpoints based on criticality. During
  triage, based on time of day and user, determine if this was planned. If not planned,
  follow through with reviewing parallel alerts and other data sources to determine
  what else may have occurred.
","detections\endpoint\windows_event_log_cleared.yml"
"Windows File Without Extension In Critical Folder",T1485,"0dbcac64-963c-11ec-bf04-acde48001122","This analytic is to look for suspicious file creation in the critical
  folder like ""System32\Drivers"" folder without file extension. This artifacts was
  seen in latest hermeticwiper where it drops its driver component in Driver Directory
  both the compressed(without file extension) and the actual driver component (with
  .sys file extension). This TTP is really a good indication that a host might be
  compromised by this destructive malware that wipes the boot sector of the system.
","detections\endpoint\windows_file_without_extension_in_critical_folder.yml"
"Windows Get-AdComputer Unconstrained Delegation Discovery",T1018,"c8640777-469f-4638-ab44-c34a3233ffac","The following analytic utilizes PowerShell Script Block Logging (EventCode=4104)
  to identify the Get-ADComputer commandlet used with specific parameters to discover Windows endpoints with Kerberos Unconstrained Delegation.
  Red Teams and adversaries alike may leverage use this technique for situational awareness and Active Directory Discovery.
","detections\endpoint\windows_get_adcomputer_unconstrained_delegation_discovery.yml"
"Windows High File Deletion Frequency",T1485,"45b125c4-866f-11eb-a95a-acde48001122","This search looks for high frequency of file deletion relative to process
  name and process id. These events usually happen when the ransomware tries to encrypt
  the files with the ransomware file extensions and sysmon treat the original files
  to be deleted as soon it was replace as encrypted data.
","detections\endpoint\windows_high_file_deletion_frequency.yml"
"Windows InstallUtil in Non Standard Path","T1036|T1036.003|T1218|T1218.004","dcf74b22-7933-11ec-857c-acde48001122","The following analytic identifies the Windows binary InstallUtil.exe
  running from a non-standard location. The analytic utilizes a macro for InstallUtil
  and identifies both the process_name and original_file_name.
","detections\endpoint\windows_installutil_in_non_standard_path.yml"
"Windows ISO LNK File Creation","T1566.001|T1566|T1204.001|T1204","d7c2c09b-9569-4a9e-a8b6-6a39a99c1d32","The following analytic identifies the use of a delivered ISO file that has been mounted and the afformention lnk or file opened within it. When the ISO file is opened, the files are saved in the %USER%\AppData\Local\Temp\<random folder name>\ path. 
  The analytic identifies .iso.lnk written to the path. The name of the ISO file is prepended. 
","detections\endpoint\windows_iso_lnk_file_creation.yml"
"Windows PowerView Constrained Delegation Discovery",T1018,"86dc8176-6e6c-42d6-9684-5444c6557ab3","The following analytic utilizes PowerShell Script Block Logging (EventCode=4104)
  to identify commandlets used by the PowerView hacking tool leveraged to discover Windows endpoints with Kerberos Constrained Delegation.
  Red Teams and adversaries alike may leverage use this technique for situational awareness and Active Directory Discovery.
","detections\endpoint\windows_powerview_constrained_delegation_discovery.yml"
"Windows PowerView Unconstrained Delegation Discovery",T1018,"fbf9e47f-e531-4fea-942d-5c95af7ed4d6","The following analytic utilizes PowerShell Script Block Logging (EventCode=4104)
  to identify commandlets used by the PowerView hacking tool leveraged to discover Windows endpoints with Kerberos Unconstrained Delegation.
  Red Teams and adversaries alike may leverage use this technique for situational awareness and Active Directory Discovery.
","detections\endpoint\windows_powerview_unconstrained_delegation_discovery.yml"
"Windows Processes Killed By Industroyer2 Malware",T1489,"d8bea5ca-9d4a-4249-8b56-64a619109835","The following analytic is to look for known processes killed by industroyer2 malware. 
  This technique was seen in the industroyer2 malware attack that tries to kill several processes 
  of windows host machines related to the energy facility network. This anomaly might be a good 
  indicator to check which process kill these processes or why the process was killed.
","detections\endpoint\windows_processes_killed_by_industroyer2_malware.yml"
"Windows Raw Access To Disk Volume Partition","T1561.002|T1561","a85aa37e-9647-11ec-90c5-acde48001122","This analytic is to look for suspicious raw access read to device disk
  partition of the host machine. This technique was seen in several attacks by adversaries
  or threat actor to wipe, encrypt or overwrite the boot sector of each partition
  as part of their impact payload for example the ""hermeticwiper"" malware. This detection
  is a good indicator that there is a process try to read or write on boot sector.
","detections\endpoint\windows_raw_access_to_disk_volume_partition.yml"
"Windows Raw Access To Master Boot Record Drive","T1561.002|T1561","7b83f666-900c-11ec-a2d9-acde48001122","This analytic is to look for suspicious raw access read to drive where
  the master boot record is placed. This technique was seen in several attacks by
  adversaries or threat actor to wipe, encrypt or overwrite the master boot record
  code as part of their impact payload. This detection is a good indicator that there
  is a process try to read or write on MBR sector.
","detections\endpoint\windows_raw_access_to_master_boot_record_drive.yml"
"Potential password in username","T1078.003|T1552.001","5ced34b4-ab32-4bb0-8f22-3b8f186f0a38","This search identifies users who have entered their passwords in username
  fields. This is done by looking for failed authentication attempts using usernames with a length 
  longer than 7 characters and a high Shannon entropy, and looks for the next successful
  authentication attempt from the same source system to the same destination system
  as the failed attempt.
","detections\endpoint\potential_password_in_username.yml"
"Windows LOLBin Binary in Non Standard Path","T1036|T1036.003|T1218|T1218.004","25689101-012a-324a-94d3-08301e6c065a","The following analytic identifies native living off the land binaries within the Windows
  operating system that may be abused by adversaries by moving it to a new directory.
  The list of binaries was derived from the https://lolbas-project.github.io site, and excluded common process names (cmd.exe, explorer.exe, csc.exe, hh.exe, regedit.exe) and DotNet binaries. It also does not include the category of OtherMSBinaries.
","detections\endpoint\ssa___windows_lolbin_binary_in_non_standard_path.yml"
"Windows Office Product Spawning MSDT","T1566|T1566.001","127eba64-c981-40bf-8589-1830638864a7","The following analytic identifies a Microsoft Office product spawning the Windows msdt.exe process. MSDT is a Diagnostics Troubleshooting Wizard native to Windows. This behavior is related to a recently identified sample utilizing protocol handlers to evade preventative controls, including if macros are disabled in the document.
  During triage, review file modifications for html. In addition, parallel processes including PowerShell and CertUtil.
","detections\endpoint\windows_office_product_spawning_msdt.yml"
"Windows Service Create Kernel Mode Driver","T1543.003|T1543|T1068","0b4e3b06-1b2b-4885-b752-cf06d12a90cb","The following analytic identifes a new kernel driver being added to Windows using sc.exe. 
  Adding a Kernel driver is not common day to day and should be investigated to further understand the source.
","detections\endpoint\windows_service_create_kernel_mode_driver.yml"
"Kerberos User Enumeration","T1589|T1589.002","d82d4af4-a0bd-11ec-9445-3e22fbd008af","The following analytic leverages Event Id 4768, A Kerberos authentication ticket (TGT) was requested, to identify 
  one source endpoint trying to obtain an unusual number Kerberos TGT ticket for non existing users. This behavior could represent an adversary 
  abusing the Kerberos protocol to perform a user enumeration attack against an Active Directory environment. When Kerberos is sent a TGT request
  with no preauthentication for an invalid username, it responds with KRB5KDC_ERR_C_PRINCIPAL_UNKNOWN or 0x6. Red teams and adversaries alike
  may abuse the Kerberos protocol to validate a list of users use them to perform further attacks.\
  The detection calculates the standard deviation for each host and leverages the
  3-sigma statistical rule to identify an unusual number requests. To customize this
  analytic, users can try different combinations of the `bucket` span time and the
  calculation of the `upperBound` field.
","detections\endpoint\kerberos_user_enumeration.yml"
"Linux Deletion of SSL Certificate","T1485|T1070.004|T1070","839ab790-a60a-4f81-bfb3-02567063f615","This analytic is to detect a deletion of ssl certificate in a linux machine. 
  attacker may delete or modify ssl certificate to impair some security features or act as defense evasion in compromised linux machine. 
  This Anomaly can be also a good indicator of a malware trying to wipe or delete several files in a compromised host as part of its destructive payload like what 
  acidrain malware does in linux or router machines. This detection can be a good pivot to check what process and user 
  tries to delete this type of files which is not so common and need further investigation.
","detections\endpoint\linux_deletion_of_ssl_certificate.yml"
"Office Application Drop Executable","T1566|T1566.001","73ce70c4-146d-11ec-9184-acde48001122","This search is to detect a suspicious MS office application that drop
  or create executables or script in the host. This behavior is commonly seen in spear
  phishing office attachment where it drop malicious files or script to compromised
  the host. It might be some normal macro may drop script or tools as part of automation
  but still this behavior is reallly suspicious and not commonly seen in normal office
  application
","detections\endpoint\office_application_drop_executable.yml"
"Office Application Spawn Regsvr32 process","T1566|T1566.001","2d9fc90c-f11f-11eb-9300-acde48001122","this detection was designed to identifies suspicious spawned process
  of known MS office application due to macro or malicious code. this technique can
  be seen in so many malware like IcedID that used MS office as its weapon or attack
  vector to initially infect the machines.
","detections\endpoint\office_application_spawn_regsvr32_process.yml"
"Office Document Creating Schedule Task","T1566|T1566.001","cc8b7b74-9d0f-11eb-8342-acde48001122","this search detects a potential malicious office document that create
  schedule task entry through macro VBA api or through loading taskschd.dll. This
  technique was seen in so many malicious macro malware that create persistence ,
  beaconing using task schedule malware entry The search will return the first time
  and last time the task was registered, as well as the `Command` to be executed,
  `Task Name`, `Author`, `Enabled`, and whether it is `Hidden` or not. schtasks.exe
  is natively found in `C:\Windows\system32` and `C:\Windows\syswow64`. The following
  DLL(s) are loaded when schtasks.exe or TaskService is launched -`taskschd.dll`.
  If found loaded by another process, it's possible a scheduled task is being registered
  within that process context in memory. Upon triage, identify the task scheduled
  source. Was it schtasks.exe or via TaskService? Review the job created and the Command
  to be executed. Capture any artifacts on disk and review. Identify any parallel
  processes within the same timeframe to identify source.'
","detections\endpoint\office_document_creating_schedule_task.yml"
"Office Document Executing Macro Code","T1566|T1566.001","b12c89bc-9d06-11eb-a592-acde48001122","this detection was designed to identifies suspicious office documents
  that using macro code. Macro code is known to be one of the prevalent weaponization
  or attack vector of threat actor. This malicious macro code is embed to a office
  document as an attachment that may execute malicious payload, download malware payload
  or other malware component. It is really good practice to disable macro by default
  to avoid automatically execute macro code while opening or closing a office document
  files.
","detections\endpoint\office_document_executing_macro_code.yml"
"Office Document Spawned Child Process To Download","T1566|T1566.001","6fed27d2-9ec7-11eb-8fe4-aa665a019aa3","This search is to detect potential malicious office document executing
  lolbin child process to download payload or other malware. Since most of the attacker
  abused the capability of office document to execute living on land application to
  blend it to the normal noise in the infected machine to cover its track.
","detections\endpoint\office_document_spawned_child_process_to_download.yml"
"Office Product Spawning BITSAdmin","T1566|T1566.001","e8c591f4-a6d7-11eb-8cf7-acde48001122","The following detection identifies the latest behavior utilized by different
  malware families (including TA551, IcedID). This detection identifies any Windows
  Office Product spawning `bitsadmin.exe`. In malicious instances, the command-line
  of `bitsadmin.exe` will contain a URL to a remote destination or similar command-line
  arguments as transfer, Download, priority, Foreground. In addition, Threat Research
  has released a detections identifying suspicious use of `bitsadmin.exe`. In this
  instance, we narrow our detection down to the Office suite as a parent process.
  During triage, review all file modifications. Capture and analyze any artifacts
  on disk. The Office Product, or `bitsadmin.exe` will have reached out to a remote
  destination, capture and block the IPs or domain. Review additional parallel processes
  for further activity.
","detections\endpoint\office_product_spawning_bitsadmin.yml"
"Office Product Spawning CertUtil","T1566|T1566.001","6925fe72-a6d5-11eb-9e17-acde48001122","The following detection identifies the latest behavior utilized by different
  malware families (including TA551, IcedID). This detection identifies any Windows
  Office Product spawning `certutil.exe`. In malicious instances, the command-line
  of `certutil.exe` will contain a URL to a remote destination. In addition, Threat
  Research has released a detections identifying suspicious use of `certutil.exe`.
  In this instance, we narrow our detection down to the Office suite as a parent process.
  During triage, review all file modifications. Capture and analyze any artifacts
  on disk. The Office Product, or `certutil.exe` will have reached out to a remote
  destination, capture and block the IPs or domain. Review additional parallel processes
  for further activity.
","detections\endpoint\office_product_spawning_certutil.yml"
"Office Product Spawning MSHTA","T1566|T1566.001","6078fa20-a6d2-11eb-b662-acde48001122","The following detection identifies the latest behavior utilized by different
  malware families (including TA551, IcedID). This detection identifies any Windows
  Office Product spawning `mshta.exe`. In malicious instances, the command-line of
  `mshta.exe` will contain the `hta` file locally, or a URL to the remote destination.
  In addition, Threat Research has released a detections identifying suspicious use
  of `mshta.exe`. In this instance, we narrow our detection down to the Office suite
  as a parent process. During triage, review all file modifications. Capture and analyze
  any artifacts on disk. The Office Product, or `mshta.exe` will have reached out
  to a remote destination, capture and block the IPs or domain. Review additional
  parallel processes for further activity.
","detections\endpoint\office_product_spawning_mshta.yml"
"Office Product Spawning Rundll32 with no DLL","T1566|T1566.001","c661f6be-a38c-11eb-be57-acde48001122","The following detection identifies the latest behavior utilized by IcedID
  malware family. This detection identifies any Windows Office Product spawning `rundll32.exe`
  without a `.dll` file extension. In malicious instances, the command-line of `rundll32.exe`
  will look like `rundll32 ..\oepddl.igk2,DllRegisterServer`. In addition, Threat
  Research has released a detection identifying the use of `DllRegisterServer` on
  the command-line of `rundll32.exe`. In this instance, we narrow our detection down
  to the Office suite as a parent process. During triage, review all file modifications.
  Capture and analyze the `DLL` that was dropped to disk. The Office Product will
  have reached out to a remote destination, capture and block the IPs or domain. Review
  additional parallel processes for further activity.
","detections\endpoint\office_product_spawning_rundll32_with_no_dll.yml"
"Office Product Writing cab or inf","T1566|T1566.001","f48cd1d4-125a-11ec-a447-acde48001122","The following analytic identifies behavior related to CVE-2021-40444.
  Whereas the malicious document will load ActiveX and download the remote payload
  (.inf, .cab). During triage, review parallel processes and further activity on endpoint
  to identify additional patterns. Retrieve the file modifications and analyze further.
","detections\endpoint\office_product_writing_cab_or_inf.yml"
"Office Spawning Control","T1566|T1566.001","053e027c-10c7-11ec-8437-acde48001122","The following detection identifies control.exe spawning from an office
  product. This detection identifies any Windows Office Product spawning `control.exe`.
  In malicious instances, the command-line of `control.exe` will contain a file path
  to a .cpl or .inf, related to CVE-2021-40444. In this instance, we narrow our detection
  down to the Office suite as a parent process. During triage, review all file modifications.
  Capture and analyze any artifacts on disk. review parallel and child processes to
  identify further suspicious behavior
","detections\endpoint\office_spawning_control.yml"
"Outbound Network Connection from Java Using Default Ports",T1190,"d2c14d28-5c47-11ec-9892-acde48001122","A required step while exploiting the CVE-2021-44228-Log4j vulnerability
  is that the victim server will perform outbound connections to attacker-controlled
  infrastructure. This is required as part of the JNDI lookup as well as for retrieving
  the second stage .class payload. The following analytic identifies the Java process
  reaching out to default ports used by the LDAP and RMI protocols. This behavior
  could represent successfull exploitation. Note that adversaries can easily decide
  to use arbitrary ports for these protocols and potentially bypass this detection.
","detections\endpoint\outbound_network_connection_from_java_using_default_ports.yml"
"Possible Lateral Movement PowerShell Spawn","T1021|T1021.003|T1021.006|T1047|T1053.005|T1543.003|T1059.001","cb909b3e-512b-11ec-aa31-3e22fbd008af","The following analytic assists with identifying a PowerShell process
  spawned as a child or grand child process of commonly abused processes during lateral
  movement techniques including `services.exe`, `wmiprsve.exe`, `svchost.exe`, `wsmprovhost.exe`
  and `mmc.exe`. Legitimate Windows features such as the Service Control Manager,
  Windows Management Instrumentation, Task Scheduler, Windows Remote Management and
  the DCOM protocol can be abused to start a process on a remote endpoint. Looking
  for PowerShell spawned out of this processes may reveal a lateral movement attack.
  Red Teams and adversaries alike may abuse these services during a breach for lateral
  movement and remote code execution.
","detections\endpoint\possible_lateral_movement_powershell_spawn.yml"
"Potentially malicious code on commandline","T1059.003","9c53c446-757e-11ec-871d-acde48001122","The following analytic uses a pretrained machine learning text classifier
  to detect potentially malicious commandlines.  The model identifies unusual combinations
  of keywords found in samples of commandlines where adversaries executed powershell
  code, primarily for C2 communication.  For example, adversaries will leverage IO
  capabilities such as ""streamreader"" and ""webclient"", threading capabilties such
  as ""mutex"" locks, programmatic constructs like ""function"" and ""catch"", and cryptographic
  operations like ""computehash"".  Although observing one of these keywords in a commandline
  script is possible, combinations of keywords observed in attack data are not typically
  found in normal usage of the commandline.  The model will output a score where all
  values above zero are suspicious, anything greater than one particularly so.
","detections\endpoint\potentially_malicious_code_on_commandline.yml"
"PowerShell 4104 Hunting","T1059|T1059.001","d6f2b006-0041-11ec-8885-acde48001122","The following Hunting analytic assists with identifying suspicious PowerShell
  execution using Script Block Logging, or EventCode 4104. This analytic is not meant
  to be ran hourly, but occasionally to identify malicious or suspicious PowerShell.
  This analytic is a combination of work completed by Alex Teixeira and Splunk Threat
  Research Team.
","detections\endpoint\powershell_4104_hunting.yml"
"Single Letter Process On Endpoint","T1204|T1204.002","a4214f0b-e01c-41bc-8cc4-d2b71e3056b4","This search looks for process names that consist only of a single letter.
","detections\endpoint\single_letter_process_on_endpoint.yml"
"PowerShell Domain Enumeration","T1059|T1059.001","e1866ce2-ca22-11eb-8e44-acde48001122","'The following analytic utilizes PowerShell Script Block Logging (EventCode=4104)
  to identify suspicious PowerShell execution. Script Block Logging captures the command
  sent to PowerShell, the full command to be executed. Upon enabling, logs will output
  to Windows event logs. Dependent upon volume, enable on critical endpoints or all.
  \
  This analytic identifies specific PowerShell modules typically used to enumerate
  an organizations domain or users. \
  During triage, review parallel processes using an EDR product or 4688 events. It
  will be important to understand the timeline of events around this activity. Review
  the entire logged PowerShell script block.'
","detections\endpoint\powershell_domain_enumeration.yml"
"Powershell Fileless Process Injection via GetProcAddress","T1059|T1055|T1059.001","a26d9db4-c883-11eb-9d75-acde48001122","'The following analytic utilizes PowerShell Script Block Logging (EventCode=4104)
  to identify suspicious PowerShell execution. Script Block Logging captures the command
  sent to PowerShell, the full command to be executed. Upon enabling, logs will output
  to Windows event logs. Dependent upon volume, enable no critical endpoints or all.
  \
  This analytic identifies `GetProcAddress` in the script block. This is not normal
  to be used by most PowerShell scripts and is typically unsafe/malicious. Many attack
  toolkits use GetProcAddress to obtain code execution. \
  In use, `$var_gpa = $var_unsafe_native_methods.GetMethod(GetProcAddress` and later
  referenced/executed elsewhere. \
  During triage, review parallel processes using an EDR product or 4688 events. It
  will be important to understand the timeline of events around this activity. Review
  the entire logged PowerShell script block.'
","detections\endpoint\powershell_fileless_process_injection_via_getprocaddress.yml"
"Powershell Fileless Script Contains Base64 Encoded Content","T1059|T1027|T1059.001","8acbc04c-c882-11eb-b060-acde48001122","'The following analytic utilizes PowerShell Script Block Logging (EventCode=4104)
  to identify suspicious PowerShell execution. Script Block Logging captures the command
  sent to PowerShell, the full command to be executed. Upon enabling, logs will output
  to Windows event logs. Dependent upon volume, enable on critical endpoints or all.
  \
  This analytic identifies `FromBase64String` within the script block. A typical malicious
  instance will include additional code. \
  Command example - `[Byte[]]$var_code = [System.Convert]::FromBase64String(38uqIyMjQ6rG....`
  \
  During triage, review parallel processes using an EDR product or 4688 events. It
  will be important to understand the timeline of events around this activity. Review
  the entire logged PowerShell script block.'
","detections\endpoint\powershell_fileless_script_contains_base64_encoded_content.yml"
"PowerShell Loading DotNET into Memory via Reflection","T1059|T1059.001","85bc3f30-ca28-11eb-bd21-acde48001122","'The following analytic utilizes PowerShell Script Block Logging (EventCode=4104)
  to identify suspicious PowerShell execution. Script Block Logging captures the command
  sent to PowerShell, the full command to be executed. Upon enabling, logs will output
  to Windows event logs. Dependent upon volume, enable no critical endpoints or all.
  \
  This analytic identifies the use of PowerShell loading .net assembly via reflection.
  This is commonly found in malicious PowerShell usage, including Empire and Cobalt
  Strike. In addition, the `load(` value may be modifed by removing `(` and it will
  identify more events to review. \
  During triage, review parallel processes using an EDR product or 4688 events. It
  will be important to understand the timeline of events around this activity. Review
  the entire logged PowerShell script block.'
","detections\endpoint\powershell_loading_dotnet_into_memory_via_reflection.yml"
"Powershell Processing Stream Of Data","T1059|T1059.001","0d718b52-c9f1-11eb-bc61-acde48001122","The following analytic identifies suspicious PowerShell script execution
  via EventCode 4104 that is processing compressed stream data. This is typically
  found in obfuscated PowerShell or PowerShell executing embedded .NET or binary files
  that are stream flattened and will be deflated durnig execution. During triage,
  review parallel processes within the same timeframe. Review the full script block
  to identify other related artifacts.
","detections\endpoint\powershell_processing_stream_of_data.yml"
"PowerShell - Connect To Internet With Hidden Window","T1059.001|T1059","ee18ed37-0802-4268-9435-b3b91aaa18db","The following hunting analytic identifies PowerShell commands utilizing
  the WindowStyle parameter to hide the window on the compromised endpoint. This combination
  of command-line options is suspicious because it is overriding the default PowerShell
  execution policy, attempts to hide its activity from the user, and connects to the
  Internet. Removed in this version of the query is New-Object. The analytic identifies
  all variations of WindowStyle, as PowerShell allows the ability to shorten the parameter.
  For example w, win, windowsty and so forth. In addition, through our research it
  was identified that PowerShell will interpret different command switch types beyond
  the hyphen. We have added endash, emdash, horizontal bar, and forward slash.
","detections\endpoint\powershell___connect_to_internet_with_hidden_window.yml"
